Year,YearCode,Harvest ,Location,Treatment,Crop,Crop1,Plot,Intercropped,Monocrop,IWG,ALF,NRate,Rep,Date,QLengthCM,QWidthCM,QAreaHa,RowSpacing,RowsSampled,QIWGForWetG ,SIWGForWetG,SIWGDryG ,IWGQual,IWGDM,PlotIWGDryG,PlotIWGDryKG ,PlotIWGDryKgHa,QSpikeDryG,QThreshedGrainDryG,PlotThreshedGrainKgHa,QAlfForWetG,SAlfWetG,SAlfDryG ,AlfQual,AlfDM,PlotAlfDryG,PlotAlfDryKG ,PlotAlfDryKgHa,PlotTotForageKgHa,QWeedsWetG,QWeedsDryG,IWGHeight1,IWGHeight2,IWGHeight3,IWGHeight4,IWGHeight5,IWGHeight6 ,IWGHeight7,IWGHeight8,IWGHeight9,IWGHeight10,IWGHeightAvg,IWGLodgingScore0to9,ALFHeight1,ALFHeight2,ALFHeight3,ALFHeight4,ALFHeight5,ALFHeight6 ,ALFHeight7,ALFHeight8,ALFHeight9,ALFHeight10,ALFHeightAvg,ALFLodgingScore0to9,Weednotes ,LodgingPercent,WinterSurvivalScore ,TillerLength,HeadLength,IWGCounts,AlfalfaLength,CombineAreamM2,CombineAreaHa,IWGNIRDM,IWGCP,IWGADF,IWGaNDF,IWGAsh,IWGFAT,IWGLignin,IWGdNDF30,IWGIVTDMD30,IWGdNDF48,IWGIVTDMD48,IWGCa,IWGP,IWGK,IWGMg,IWGESC,IWGWSC,IWGStarch,ALFNIRDM,ALFCP,ALFADF,ALFaNDF,ALFAsh,ALFFAT,ALFLignin,ALFdNDF30,ALFIVTDMD30,ALFdNDF48,ALFIVTDMD48,ALFCa,ALFP,ALFK,ALFMg,ALFESC,ALFWSC,ALFStarch,image_sample_wt_g,hull_N,nkd_N,spklt_N,hull_F,nkd_F,spklt_F,hull_A,hull_A_SD,nkd_A,nkd_A_SD,spklt_A,spklt_A_SD,hull_C,hull_C_SD,nkd_C,nkd_C_SD,spklt_C,spklt_C_SD,hull_L,hull_L_SD,nkd_L,nkd_L_SD,spklt_L,spklt_L_SD,hull_W,hull_W_SD,nkd_W,nkd_W_SD,spklt_W,spklt_W_SD,2023MNGrainDeHulledg,2023MNThreshedhullyweight,2023MNGrainDeHulledKgHa
2022,X,Summer,NY,5,IWG,IWG,123,,y,y,,0,1,17-08-22,152.4,152.4,0.0002322576,15,4,1927.224263,555.9,231.9,,41.7,803.9634945,0.8039634945,3461.516413,254.870,163.33,703.2277953,,,,,,,,,3461.516413,681.900,206.900,135,131,129,138,131,118,,,,,130.3333333,,,,,,,,,,,,,,,,,,,,,,,93.6,0.8,45,70.9,3.6,1.7,6.2,17.5,42.9,28.4,61.3,0.3,0.1,0.8,0.1,9.4,10.9,3.3,,,,,,,,,,,,,,,,,,,3.083,218,156,9,49,12,2,171.2518251,28.02106046,100.3652597,15.25151703,304.0816327,45.8625403,0.4593998264,0.0445428549,0.5528728506,0.05969934222,0.6074057264,0.1327456202,9.903149138,1.082542754,6.824786243,0.8368996202,11.72254774,1.298017572,2.39434638,0.2077874186,2.040448056,0.1448408636,4.033753618,1.053014355,,,
2022,X,Summer,NY,18,Shockwave,Shockwave,201,,y,,y,120,2,17-08-22,152.4,152.4,0.0002322576,15,4,,,,,,,,,,,,4131.305896,503.9,146.9,,29.15260964,1204,1.204383481,5185.550359,5185.550359,352.900,117.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5,13.5,47.1,57.3,7.7,1.3,10.4,12.9,57.9,16.9,63,1,0.2,1.8,0.2,3.7,5.8,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Summer,NY,4,Higest,Higest,202,,y,,y,80,2,17-08-22,152.4,152.4,0.0002322576,15,4,,,,,,,,,,,,4149.446485,1169.9,348.9,,29.8230618,1237,1.23749199,5328.101167,5328.101167,312.900,104.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5,13.7,50.2,60.4,7.7,1.2,11.1,13.7,55.7,18.2,60.4,1,0.3,2,0.2,2.6,5,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Summer,NY,19,Shockwave,Shockwave,203,,y,,y,160,2,17-08-22,152.4,152.4,0.0002322576,15,4,,,,,,,,,,,,4367.13356,530.9,162.9,,30.68374458,1340,1.340000107,5769.456445,5769.456445,94.900,22.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5,13,49.7,60.3,7.2,1.2,10.9,13.6,55.8,17.9,61,1,0.2,1.9,0.1,3,5.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Summer,NY,21,WL + IWG,WL + IWG,204,y,,y,y,80,2,17-08-22,152.4,152.4,0.0002322576,15,4,1555.342177,613.9,322.9,,52.6,818.0811026,0.8180811026,3522.300681,159.570,130.63,562.4358471,2507.723129,701.9,195.9,,27.90995868,700,0.6999044893,3013.483689,6535.78437,42.900,13.900,146,143,158,155,151,144,,,,,149.5,,,,,,,,,,,,,,,,,,,,,,,93.7,2.6,43.6,67.2,2.9,1.8,6.5,17.2,45.6,26,62.9,0.3,0.1,0.8,0.1,11.3,12.7,3.2,93.6,14.3,47.2,57.8,7.6,1.4,10.3,13.8,58,17.9,62.2,1.1,0.3,1.9,0.2,3.3,5.5,1.2,3.129,165,187,4,36,8,1,193.6549884,29.68322093,106.2855208,14.90974712,266.8109668,41.34727949,0.4296423634,0.04289898154,0.5502665431,0.05906707114,0.5567317866,0.1483071592,10.93921223,1.079467133,7.034227258,0.7119103796,11.79139134,2.424914392,2.457212752,0.2212951378,2.099529832,0.1958376305,3.494543391,0.4621665366,,,
2022,X,Summer,NY,17,Shockwave,Shockwave,205,,y,,y,80,2,17-08-22,152.4,152.4,0.0002322576,15,4,,,,,,,,,,,,4176.65737,631.9,180.9,,28.62794746,1196,1.195691277,5148.125518,5148.125518,13.900,1.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.6,13.5,48.6,60.1,7.8,1.3,10.8,13.9,55.8,18.5,61.8,1,0.2,1.9,0.1,2.8,5.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Summer,NY,13,Shockwave + IWG,Shockwave + IWG,206,y,,y,y,120,2,17-08-22,152.4,152.4,0.0002322576,15,4,2072.34898,483.9,246.9,,51.0,1057.373348,1.057373348,4552.588798,245.970,177.23,763.0751373,2852.394331,594.9,172.9,,29.06370819,829,0.8290115647,3569.362487,8121.951284,141.900,47.900,152,152,148,163,159,125,,,,,149.8333333,,,,,,,,,,,,,,,,,,,,,,,93.8,3.1,43.9,65.6,3.9,1.9,6.8,16.9,47.4,24.2,62.7,0.4,0.1,0.8,0.1,11.7,13.4,2.9,93.6,13.2,48,58.9,7.4,1.4,10.4,14.6,57.4,18.8,62.2,1,0.2,2,0.2,3.3,5.5,1.2,3.142,124,197,5,17,5,4,200.2053243,29.56701815,110.0446429,15.08084466,394.6969697,nan,0.4460010694,0.04102934961,0.5560306118,0.05187153432,0.5335226977,nan,10.87612776,1.098462406,7.105746175,0.6897857872,14.4293303,nan,2.545824165,0.1992747989,2.148126976,0.1685882032,4.170784848,nan,,,
2022,X,Summer,NY,5,IWG,IWG,207,,y,y,,0,2,17-08-22,152.4,152.4,0.0002322576,15,4,2235.614286,496.9,247.9,,49.9,1115.332625,1.115332625,4802.136185,269.170,216.03,930.1310269,,,,,,,,,4802.136185,58.900,20.900,128,135,139,141,119,127,,,,,131.5,,,,,,,,,,,,,,,,,,,,,,,93.6,2.6,46.7,72.9,4,1.6,6.5,17.1,39,29.2,59.9,0.2,0.1,1,0.1,7.3,8.4,3.3,,,,,,,,,,,,,,,,,,,3.164,196,185,3,49,15,2,178.1090791,27.40383293,100.8976318,12.76827589,320.8874459,nan,0.445910798,0.0434617549,0.546517724,0.0489834767,0.4935288986,nan,10.27909924,1.141759299,6.872566585,0.5759798883,13.1848381,nan,2.400679059,0.1810379595,2.03779402,0.1617219982,3.480235498,nan,,,
2022,X,Summer,NY,2,Higest + IWG,Higest + IWG,209,y,,y,y,80,2,17-08-22,152.4,152.4,0.0002322576,15,4,956.7027211,456.9,223.9,,49.0,468.8241174,0.4688241174,2018.55232,75.370,77.83,335.1020591,2870.534921,956.9,280.9,,29.35520953,843,0.8426515406,3628.090278,5646.642599,1087.900,395.900,132,145,128,150,161,152,,,,,144.6666667,,,,,,,,,,,,,,,,,,,,,,,93.5,2.9,46.3,70.6,4.5,1.7,6.3,18.3,42.1,28.8,61.3,0.3,0.1,1,0.1,8.6,10,3.2,93.5,13.3,48.9,59.3,7.1,1.4,10.7,13.9,57,17.5,61.2,1.2,0.2,1.9,0.2,3.3,5.3,0.7,3.142,107,217,2,24,3,0,200.078235,34.33974957,112.0488935,15.53027151,278.1926407,11.09637265,0.444272709,0.05101033934,0.5518482664,0.05237025768,0.5633169938,0.04272313483,10.93864526,1.299138381,7.202730038,0.6978635935,11.66022424,0.08689821959,2.542509689,0.2446168493,2.1581189,0.1749498365,3.599682468,0.3035799198,,,
2022,X,Summer,NY,20,WL + IWG,WL + IWG,210,y,,y,y,0,2,17-08-22,152.4,152.4,0.0002322576,15,4,503.1879819,406.9,190.9,,46.9,236.0741847,0.2360741847,1016.43255,49.570,45.63,196.4628929,3133.573469,602.9,187.9,,31.16603085,977,0.9766104742,4204.859063,5221.291613,279.900,92.900,135,128,129,147,134,124,,,,,132.8333333,,,,,,,,,,,,,,,,,,,,,,,93.9,4.1,45.5,67.5,6.4,1.9,7,17.4,44.8,25.5,60.6,0.3,0.1,1.2,0.1,8.7,10.6,2.4,93.4,12,52.2,63.6,7.2,1.2,11.4,15.1,53.9,20.3,59.1,0.9,0.2,1.9,0.2,2.4,4.8,0.9,3.144,112,259,3,34,17,2,182.8352203,24.8986814,103.724822,14.86225717,275.5411255,nan,0.4571305135,0.04526692581,0.5565506695,0.05577997345,0.7085243494,nan,10.27748101,1.103259414,6.903847163,0.7420495159,10.50921645,nan,2.46767989,0.1587391905,2.086811211,0.1681214149,4.365419048,nan,,,
2022,X,Summer,NY,8,IWG,IWG,211,,y,y,,120,2,17-08-22,152.4,152.4,0.0002322576,15,4,4167.587075,637.9,324.9,,50.9,2122.666626,2.122666626,9139.277362,448.070,279.13,1201.812126,,,,,,,,,9139.277362,141.900,52.900,151,145,158,152,164,166,,,,,156,,,,,,,,,,,,,,,,,,,,,,,93.7,2.9,45.9,69.6,4.1,1.7,7,17.7,44.3,26,59.7,0.3,0.1,1,0.1,9.9,11.6,2.4,,,,,,,,,,,,,,,,,,,3.195,103,264,1,11,2,0,201.3904574,29.47667655,104.7586002,13.83507233,249.2424242,nan,0.4362798888,0.04239348254,0.566906297,0.05256507993,0.512933889,nan,11.05777947,1.15669711,6.853848415,0.6668005662,11.4480013,nan,2.522899399,0.1842973446,2.120241553,0.1560993824,3.159695974,nan,,,
2022,X,Summer,NY,16,Shockwave,Shockwave,212,,y,,y,40,2,17-08-22,152.4,152.4,0.0002322576,15,4, , ,,,,,,,,,,3760.080,704.9,214.9,,30.48659384,1146,1.146320318,4935.555684,4935.555684,123.900,43.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5,13.3,46.5,57.6,7.7,1.3,10.3,13.8,58,18.1,62.8,1.2,0.2,1.8,0.2,3.2,5.4,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Summer,NY,1,Higest + IWG,Higest + IWG,213,y,,y,y,0,2,17-08-22,152.4,152.4,0.0002322576,15,4,974.8433107,431.9,208.9,,48.4,471.5090706,0.4715090706,2030.112559,93.770,74.43,320.4631409,4022.462358,893.9,270.9,,30.30540329,1219,1.21902344,5248.583641,7278.6962,147.900,36.900,117,141,122,137,137,127,,,,,130.1666667,,,,,,,,,,,,,,,,,,,,,,,93.3,3.4,45.7,70,3.9,1.6,6.4,18.1,41.6,28.3,61.4,0.3,0.1,1,0.1,8.2,9.7,3.2,93.2,13.5,45.8,56.7,7.7,1.5,9.9,14.4,59.6,18.7,65,1.1,0.2,1.7,0.2,3.9,6.2,1.8,3.157,82,313,2,19,9,0,179.0644541,25.54750625,99.15627136,13.55372882,264.6645022,6.351716757,0.4558566488,0.04287132513,0.5658928071,0.04748538001,0.5853024305,0.09380547253,10.17349585,1.026166196,6.670862932,0.6531352054,11.2140697,0.6173513604,2.438712127,0.1854115054,2.060285532,0.1477764626,3.626756061,0.5188875064,,,
2022,X,Summer,NY,9,IWG,IWG,214,,y,y,,160,2,17-08-22,152.4,152.4,0.0002322576,15,4,3714.072336,755.9,378.9,,50.1,1861.70394,1.86170394,8015.685771,383.270,290.23,1249.603888,,,,,,,,,8015.685771,166.900,50.900,153,147,163,145,153,138,,,,,149.8333333,,,,,,,,,,,,,,,,,,,,,,,93.5,2.9,44.7,68.7,4,1.8,6.5,18.2,45,26.8,62,0.3,0.1,0.9,0.1,10.6,12,2.9,,,,,,,,,,,,,,,,,,,3.096,165,155,1,22,3,0,207.5205098,26.41634185,110.9912566,15.4558695,296.7532468,nan,0.4282080838,0.03775727746,0.5476795893,0.05767167018,0.4724156959,nan,11.33676537,0.9912766888,7.211978208,0.7703285591,13.14931429,nan,2.538697342,0.1847157424,2.136986542,0.1663624608,3.301808312,nan,,,
2022,X,Summer,NY,22,WL,WL,215,,y,,y,0,2,17-08-22,152.4,152.4,0.0002322576,15,4, , ,,,,,,,,,,4702.734467,640.9,168.9,,26.3535653,1239,1.239338199,5336.050138,5336.050138,5.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5,17.1,42.8,51.9,7.8,1.5,9.4,13.5,62.4,17.2,66.6,1.3,0.3,1.9,0.2,3.4,5.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Summer,NY,14,Shockwave + IWG,Shockwave + IWG,216,y,,y,y,160,2,17-08-22,152.4,152.4,0.0002322576,15,4,1600.693651,602.9,316.9,,52.6,841.3664255,0.8413664255,3622.557133,198.970,158.23,681.2694181,2353.528118,670.9,196.9,,29.34863616,691,0.6907284043,2973.975466,6596.532599,46.900,17.900,145,158,146,154,123,140,,,,,144.3333333,,,,,,,,,,,,,,,,,,,,,,,93.5,3.8,42,63.8,3.3,2.1,6.9,16.3,49.2,22.9,63.3,0.4,0.1,0.8,0.1,12.1,13.8,3.4,93.2,13.6,47.1,57.3,7.9,1.4,10.4,13.5,57.9,17.2,63.2,1.1,0.2,1.8,0.2,3.4,5.5,1.6,3.132,168,154,4,30,6,4,199.9623565,33.07266633,113.7782263,14.19592414,nan,nan,0.4282832619,0.03697264929,0.5460884845,0.04839049389,nan,nan,11.11261014,1.110582492,7.300609341,0.6219712254,nan,nan,2.490613062,0.23139766,2.162798577,0.1720070126,nan,nan,,,
2022,X,Summer,NY,15,Shockwave,Shockwave,217,,y,,y,0,2,17-08-22,152.4,152.4,0.0002322576,15,4, , ,,,,,,,,,,4584.820635,942.9,294.9,,31.2758511,1434,1.433941675,6173.927892,6173.927892,107.900,39.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.6,12.8,48,58.8,7.7,1.3,10.6,13.8,56.5,18.2,62.3,1,0.2,1.8,0.2,3.1,5.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Summer,NY,11,Shockwave + IWG,Shockwave + IWG,218,y,,y,y,40,2,17-08-22,152.4,152.4,0.0002322576,15,4,1038.335374,444.9,234.9,,52.8,548.2242737,0.5482242737,2360.414788,112.070,80.13,345.0048567,3269.627891,818.9,247.9,,30.27231652,990,0.9897921043,4261.613417,6622.028205,139.900,54.900,123,139,117,137,127,117,,,,,126.6666667,,,,,,,,,,,,,,,,,,,,,,,93.7,1.7,46.2,72.7,4.3,1.8,6.4,18.5,41.6,29.6,59.3,0.2,0.1,0.9,0.1,7.9,9.5,2.8,93.3,15.2,42.2,51.4,8.8,1.6,9.3,12.7,62.2,16,67.5,1.3,0.2,1.9,0.2,3.9,6,1.8,3.052,142,242,3,27,10,2,179.3026539,25.5786999,101.0500634,14.73841731,242.4242424,nan,0.4408194094,0.04382568661,0.5551449185,0.05554599687,0.5995444465,nan,10.38274757,1.010154243,6.821385819,0.7630122847,11.31371861,nan,2.399125169,0.202533338,2.053606171,0.1567767069,3.767661472,nan,,,
2022,X,Summer,NY,12,Shockwave + IWG,Shockwave + IWG,219,y,,y,y,80,2,17-08-22,152.4,152.4,0.0002322576,15,4,1410.21746,522.9,272.9,,52.2,735.9884202,0.7359884202,3168.845369,133.070,129.13,555.9775008,1791.169841,589.9,171.9,,29.14053229,522,0.521956426,2247.316884,5416.162254,72.900,33.900,131,148,137,125,143,138,,,,,137,,,,,,,,,,,,,,,,,,,,,,,93.5,2.6,45.6,70.7,4.4,1.8,6.5,17.8,42.3,28,59.7,0.3,0.1,0.8,0.1,8.3,9.8,3.5,93.1,15.5,41.5,50.4,8.6,1.7,9.1,12.9,63.8,15.6,68.5,1.3,0.2,1.8,0.2,4.6,6.6,2.2,3.083,217,95,15,34,11,5,193.6845031,27.33599982,104.5583385,15.33803249,326.2878788,74.74793526,0.4374075588,0.04096026616,0.5434815862,0.05434693584,0.5609645765,0.1778746239,10.83079983,1.047279099,7.026119215,0.6730080142,13.12784437,3.690029642,2.480647449,0.1929031716,2.067243341,0.1830167426,3.984787515,1.184199375,,,
2022,X,Summer,NY,3,Higest,Higest,220,,y,,y,0,2,17-08-22,152.4,152.4,0.0002322576,15,4, , ,,,,,,,,,,3668.720862,791.9,247.9,,31.30445763,1148,1.148473168,4944.824918,4944.824918,177.900,76.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.3,13.9,44.8,54.1,8.8,1.5,10,11.9,59.2,15.5,64.5,1.2,0.2,1.8,0.2,3.8,5.8,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Summer,NY,6,IWG,IWG,221,,y,y,,40,2,17-08-22,152.4,152.4,0.0002322576,15,4,2761.691383,591.9,310.9,,52.5,1450.599512,1.450599512,6245.649278,301.970,218.23,939.6032681,,,,,,,,,6245.649278,,57.900,154,128,128,154,142,143,,,,,141.5,,,,,,,,,,,,,,,,,,,,,,,93.8,1.5,45.7,72.2,3.6,1.6,6.6,18,41.8,28.8,59.7,0.2,0.1,0.8,0.1,8.2,9.8,3.1,,,,,,,,,,,,,,,,,,,3.09,164,221,6,26,9,2,182.2212811,25.02988201,100.6534346,14.85654922,287.9599567,22.09071705,0.4505003041,0.04046385601,0.561974607,0.04708891161,0.5864206692,0.08079603963,10.32884034,0.9720817689,6.74676075,0.6688459208,11.83877305,1.135322384,2.446316087,0.1870578541,2.066667719,0.1631839039,3.817589113,0.3517138959,,,
2022,X,Summer,NY,7,IWG,IWG,222,,y,y,,80,2,17-08-22,152.4,152.4,0.0002322576,15,4,3215.206122,720.9,375.9,,52.1,1676.509892,1.676509892,7218.320918,379.670,250.53,1078.672991,,,,,,,,,7218.320918,294.900,118.900,147,148,145,139,137,145,,,,,143.5,,,,,,,,,,,,,,,,,,,,,,,93.9,1.7,45.1,69.8,3.7,1.7,6.5,18,45,27.4,61.1,0.3,0.1,0.8,0.1,9.9,11.5,3,,,,,,,,,,,,,,,,,,,3.081,208,124,3,33,6,0,199.8311688,27.33746397,105.0544794,14.49274099,394.1558442,45.7531165,0.4367345978,0.03304096393,0.5581305122,0.05808845804,0.6097417137,0.074860276,10.98995478,0.9657378541,6.931566725,0.6950222547,13.27130765,0.9771136636,2.518124369,0.1875492811,2.104207417,0.1814821381,4.514009668,0.5001418701,,,
2022,X,Summer,NY,23,WL,WL,223,,y,,y,80,2,17-08-22,152.4,152.4,0.0002322576,15,4, , ,,,,,,,,,,3206.135828,686.9,170.9,,24.87989518,798,0.7976832333,3434.476346,3434.476346,170.900,67.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.7,14.7,44.1,53.7,8.3,1.5,9.9,12.8,60,16.7,65.3,1.2,0.2,1.9,0.2,3.6,5.9,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Summer,NY,17,Shockwave,Shockwave,301,,y,,y,80,3,17-08-22,152.4,152.4,0.0002322576,15,4, , ,,,,,,,,,,4258.290023,580.9,176.9,,30.45274574,1297,1.296766233,5583.310227,5583.310227,102.900,55.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.6,14,46.9,57.1,7,1.5,10.3,13.3,58.8,16.8,62.6,1.1,0.2,1.7,0.2,3.9,5.7,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Summer,NY,1,Higest + IWG,Higest + IWG,302,y,,y,y,0,3,17-08-22,152.4,152.4,0.0002322576,15,4,865.9997732,493.900,251.9,,51.0,441.6791717,0.4416791717,1901.678015,112.770,77.43,333.3798334,2834.253741,547.9,178.9,,32.65194379,925,0.9254389384,3984.536732,5886.214746,16.900,3.900,149,149,132,154,108,154,,,,,141,,,,,,,,,,,,,,,,,,,,,,,93.9,3.3,44.3,67.1,4.7,1.9,6.8,16,43.8,25.2,62,0.3,0.1,1,0.1,10.4,12,2.7,93.5,13.1,48.3,58.4,7.3,1.4,10.7,12.6,56.7,16.4,62.1,1.1,0.2,1.8,0.2,3.5,5.2,1.5,3.15,188,154,4,37,9,2,182.0969869,28.01215779,105.9255113,16.92262183,328.5714286,21.42747822,0.4483333095,0.04546400193,0.5470126499,0.05107666389,0.533118626,0.1492920527,10.35948061,1.121263935,7.033845728,0.75076948,12.9054829,1.75674374,2.435273228,0.1960694805,2.085038824,0.186806627,3.693387879,0.7303476363,,,
2022,X,Summer,NY,8,IWG,IWG,303,,y,y,,120,3,17-08-22,152.4,152.4,0.0002322576,15,4,3369.401134,491.9,269.9,,54.9,1848.752523,1.848752523,7959.922616,437.370,272.83,1174.687072,,,,,,,,,7959.922616,212.900,97.900,164,152,143,159,174,162,,,,,159,,,,,,,,,,,,,,,,,,,,,,,93.9,2.2,43.3,66.7,3.2,1.7,6.4,17.1,47,25.8,63.4,0.3,0.1,0.7,0.1,11.4,12.9,3.5,,,,,,,,,,,,,,,,,,,3.22,166,201,1,25,10,0,195.5289982,29.8967993,106.5858661,15.40489302,285.3896104,nan,0.4470928755,0.04584621622,0.5515104546,0.05794156931,0.6505326173,nan,10.74826104,1.125903441,7.035201205,0.7340474159,11.84330736,nan,2.520580506,0.2104293797,2.103861835,0.1788363193,4.378830736,nan,,,
2022,X,Summer,NY,2,Higest + IWG,Higest + IWG,304,y,,y,y,80,3,17-08-22,152.4,152.4,0.0002322576,15,4,974.8433107,420.9,224.9,,53.4,520.8891912,0.5208891912,2242.721836,82.870,74.33,320.0325845,2924.956689,650.9,204.9,,31.47948994,921,0.9207614467,3964.397491,6207.119327,154.900,101.900,146,155,151,168,155,148,,,,,153.8333333,,,,,,,,,,,,,,,,,,,,,,,93.7,4.9,42.5,63.4,5,2,6.8,18,51.2,24.9,65.1,0.4,0.1,1.1,0.1,9.9,11.9,3.1,93.3,14.6,44.9,55.1,7.9,1.6,9.7,13.4,60.5,17,65.7,1.1,0.2,1.9,0.2,4.2,6.1,1.9,3.013,136,202,2,28,3,0,185.5228876,28.25723436,108.7189193,14.84411515,356.8722944,77.21544829,0.4523981572,0.05230221104,0.550850131,0.05380294763,0.4167818469,0.08849648554,10.41366342,1.179387451,7.100694179,0.655007845,16.43956364,4.176263257,2.467703422,0.1748400181,2.124241183,0.1842161672,3.496333918,0.07525798694,,,
2022,X,Summer,NY,15,Shockwave,Shockwave,305,,y,,y,0,3,17-08-22,152.4,152.4,0.0002322576,15,4, , ,,,,,,,,,,4748.085941,427.9,132.9,,31.05865857,1475,1.474691801,6349.380174,6349.380174,16.900,8.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5,14.1,44.7,54.4,8,1.5,9.8,12.2,59.4,15.4,65,1.1,0.2,1.9,0.2,4.1,5.8,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Summer,NY,9,IWG,IWG,306,,y,y,,160,3,17-08-22,152.4,152.4,0.0002322576,15,4,2126.770748,612.9,319.9,,52.2,1110.057044,1.110057044,4779.421832,266.070,209.13,900.4226342,,,,,,,,,4779.421832,778.900,385.900,150,156,160,160,151,153,,,,,155,,,,,,,,,,,,,,,,,,,,,,,94,3.5,43.7,66.2,4.4,1.9,6.9,18.1,49.4,25.1,63.3,0.4,0.1,1.1,0.1,10.5,12.2,2.8,,,,,,,,,,,,,,,,,,,3.169,129,203,4,22,5,2,199.9989886,29.5166489,109.4297958,18.34024883,362.4458874,88.9240346,0.4510320565,0.05291328334,0.5576099063,0.05504440194,0.4156184715,0.1186612412,10.84336551,1.226401309,7.070335335,0.7908449799,16.0441881,0.4128080205,2.560930226,0.1963586225,2.143369797,0.1998641154,3.530584199,1.190559973,,,
2022,X,Summer,NY,6,IWG,IWG,307,,y,y,,40,3,17-08-22,152.4,152.4,0.0002322576,15,4,2017.927211,452.9,232.9,,51.4,1037.702026,1.037702026,4467.892657,200.470,170.73,735.0889702,,,,,,,,,4467.892657,571.900,198.900,135,136,130,151,124,140,,,,,136,,,,,,,,,,,,,,,,,,,,,,,93.8,1.9,45.4,71.1,3.6,1.7,6.1,17.3,41.3,29.3,61.8,0.3,0.1,0.8,0.1,8.4,9.7,3.3,,,,,,,,,,,,,,,,,,,3.037,155,216,2,38,14,1,184.5793096,27.96357394,101.1642236,18.58771963,451.0822511,nan,0.4534936466,0.03856893235,0.550085347,0.05554662512,0.5864904305,nan,10.35644569,1.08243264,6.858078586,0.882936675,14.45372597,nan,2.468150929,0.1731343065,2.040138921,0.182842811,4.683523377,nan,,,
2022,X,Summer,NY,3,Higest,Higest,308,,y,,y,0,3,17-08-22,152.4,152.4,0.0002322576,15,4, , ,,,,,,,,,,4321.782086,607.9,201.9,,33.21269946,1435,1.435380495,6180.122827,6180.122827,144.900,57.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5,12.7,47,57.5,8.1,1.4,10.3,13.5,58,17.4,63.9,1.1,0.2,2,0.2,3.9,5.8,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Summer,NY,23,WL,WL,309,,y,,y,80,3,17-08-22,152.4,152.4,0.0002322576,15,4, , ,,,,,,,,,,4085.954422,488.9,159.9,,32.70607486,1336,1.336355312,5753.763545,5753.763545,106.900,37.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.3,14.9,43.7,52.9,8.4,1.5,9.6,13.1,61.5,16.8,66.7,1.1,0.2,2,0.2,3.9,5.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
